DATASET_CONNECTION
#Connections datasets allow the drawing of straight or curved lines between any two nodes in the tree. Width, color and opacity can be set for each line.
#Optionally, arrowheads can be displayed on the lines.

#lines starting with a hash are comments and ignored during parsing
#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file.
#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL,netwrok_M0

#dataset color (can be changed later)
COLOR,#999999


#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#



#=================================================================#
#     all other optional settings can be set or changed later     #
#           in the web interface (under 'Datasets' tab)           #
#=================================================================#


#Each dataset can have a legend, which is defined using LEGEND_XXX fields below
#For each row in the legend, there should be one shape, color and label.
#Optionally, you can define an exact legend position using LEGEND_POSITION_X and LEGEND_POSITION_Y. To use automatic legend positioning, do NOT define these values
#Optionally, shape scaling can be present (LEGEND_SHAPE_SCALES). For each shape, you can define a scaling factor between 0 and 1.
#To order legend entries horizontally instead of vertically, set LEGEND_HORIZONTAL to 1
#Shape should be a number between 1 and 6, or any protein domain shape definition.
#1: square
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: checkmark

#LEGEND_TITLE,Dataset legend
#LEGEND_POSITION_X,100
#LEGEND_POSITION_Y,100
#LEGEND_HORIZONTAL,0
#LEGEND_SHAPES,1,2,3
#LEGEND_COLORS,#ff0000,#00ff00,#0000ff
#LEGEND_LABELS,value1,value2,value3
#LEGEND_SHAPE_SCALES,1,1,0.5

#if set to 1, arrows will be drawn on the destination end of each connection line
DRAW_ARROWS,0

#when arrows are displayed, this option sets their size
#ARROW_SIZE,20

#Size of the loops for connections within the same node (ie. when source and destination are the same)
LOOP_SIZE,100

#maximum width specified in the dataset will be drawn with this value. All other widths will be scaled down proportionally.
MAXIMUM_LINE_WIDTH,10

#Angle can be any value between -80 and 80. With angle set to 0 lines will be straight.
CURVE_ANGLE,0

#if CENTER_CURVES is set to 1, center of the tree (in circular display mode only) will be used as the control point for all curves, ignoring 'CURVE_ANGLE'
CENTER_CURVES,1

#if ALIGN_TO_LABELS is set to 1, connections from/to leaf nodes will start/end next to the leaf label, and not on the branch
ALIGN_TO_LABELS,1

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
#Each line defines a single connection between 2 nodes and consists of the following fields:
#NODE1,NODE2,WIDTH,COLOR,STYLE,LABEL
#all connection widths will be normalized based on the MAXIMUM_LINE_WIDTH specified for the whole dataset
#STYLE defines the connection line style, and can be one of 'normal' or 'dashed'.
#color can be specified in hexadecimal, RGB or RGBA notation (if transparency is required). Note that you cannot use COMMA as the delimiter if RGB or RGBA color notation is used.

#source,target,value,color,style
OTU-150,OTU-12250,0.07882371256686,#3399FF,normal
OTU-219,OTU-12250,0.155096339963868,#FF3366,normal
OTU-23709,OTU-12250,0.0044720768156283,#3399FF,normal
OTU-317,OTU-40,0.0215182471462598,#3399FF,normal
OTU-222,OTU-120,0.0516320891696376,#FF3366,normal
OTU-39431,OTU-120,0.0451507960273584,#FF3366,normal
OTU-150,OTU-120,0.155755449408218,#3399FF,normal
OTU-25822,OTU-120,0.144051515360814,#FF3366,normal
OTU-49248,OTU-120,0.0427262930272944,#FF3366,normal
OTU-2428,OTU-120,0.0105816262657924,#3399FF,normal
OTU-219,OTU-375,0.0290565404361889,#FF3366,normal
OTU-219,OTU-58,0.0544597752519088,#FF3366,normal
OTU-7634,OTU-58,0.0421389239733718,#3399FF,normal
OTU-317,OTU-70210,0.0608996449957829,#3399FF,normal
OTU-120,OTU-70210,0.0542564674109364,#FF3366,normal
OTU-23709,OTU-4225,0.0863576685388738,#3399FF,normal
OTU-39431,OTU-773,0.10661637183662,#3399FF,normal
OTU-28474,OTU-773,0.0846466055500822,#3399FF,normal
OTU-25822,OTU-773,0.0754918825847122,#3399FF,normal
OTU-49248,OTU-773,0.0784023190400636,#3399FF,normal
OTU-38,OTU-773,0.0173708095948485,#FF3366,normal
OTU-23709,OTU-773,0.130910711431887,#3399FF,normal
OTU-12250,OTU-773,0.0138967674422139,#3399FF,normal
OTU-94,OTU-773,0.0224120432440219,#3399FF,normal
OTU-31,OTU-773,0.0303126787276977,#3399FF,normal
OTU-23709,OTU-56220,0.0937174158539618,#3399FF,normal
OTU-773,OTU-56220,0.116614321094137,#3399FF,normal
OTU-219,OTU-52,0.0387471056784158,#FF3366,normal
OTU-23709,OTU-52,0.125828217778035,#3399FF,normal
OTU-773,OTU-52,0.146471499898217,#3399FF,normal
OTU-56220,OTU-52,0.0429414242575485,#3399FF,normal
OTU-773,OTU-59756,0.04442656991397,#3399FF,normal
OTU-773,OTU-14508,0.00649731053687483,#3399FF,normal
OTU-23709,OTU-4,0.00555406423652904,#3399FF,normal
OTU-773,OTU-4,0.00434918168566441,#3399FF,normal
OTU-23709,OTU-16154,0.138014768287441,#3399FF,normal
OTU-773,OTU-16154,0.144634876303532,#3399FF,normal
OTU-56220,OTU-16154,0.00249048032919523,#3399FF,normal
OTU-52,OTU-16154,0.0370889509415094,#3399FF,normal
OTU-222,OTU-2667,0.0166305728594172,#FF3366,normal
OTU-728,OTU-2667,0.0108525623378111,#3399FF,normal
OTU-150,OTU-2667,0.0127322472410105,#3399FF,normal
OTU-25822,OTU-2667,0.00644333609552103,#FF3366,normal
OTU-26710,OTU-2667,0.039827080968236,#3399FF,normal
OTU-23709,OTU-2667,0.0442603250720913,#3399FF,normal
OTU-655,OTU-2667,0.0112472902613984,#FF3366,normal
OTU-317,OTU-2667,0.0131918854433586,#3399FF,normal
OTU-248,OTU-2667,0.00365735606960439,#3399FF,normal
OTU-120,OTU-2667,0.0508883006726004,#3399FF,normal
OTU-222,OTU-2147,0.136749198894494,#FF3366,normal
OTU-150,OTU-2147,0.00702959958899712,#3399FF,normal
OTU-25822,OTU-2147,0.0481785612048528,#FF3366,normal
OTU-1,OTU-2147,0.0371236701705967,#3399FF,normal
OTU-219,OTU-2147,0.00389693034616171,#FF3366,normal
OTU-26710,OTU-2147,0.0948840923388435,#3399FF,normal
OTU-38,OTU-2147,0.0533981063307582,#FF3366,normal
OTU-23709,OTU-2147,0.0493569863257297,#3399FF,normal
OTU-2428,OTU-2147,0.0186922642979092,#3399FF,normal
OTU-98,OTU-2147,0.0676833026060476,#FF3366,normal
OTU-120,OTU-2147,0.0914976404454022,#3399FF,normal
OTU-4225,OTU-2147,0.0594541329041741,#3399FF,normal
OTU-2667,OTU-2147,0.0432897629727253,#3399FF,normal
OTU-39431,OTU-715,0.0475625313526506,#3399FF,normal
OTU-28474,OTU-715,0.00319036103629573,#3399FF,normal
OTU-25822,OTU-715,0.0506837852416612,#3399FF,normal
OTU-49248,OTU-715,0.085476481372676,#3399FF,normal
OTU-23498,OTU-715,0.0706392555383849,#3399FF,normal
OTU-38,OTU-715,0.104187347155356,#FF3366,normal
OTU-23709,OTU-715,0.0975679169413275,#3399FF,normal
OTU-120,OTU-715,0.0175234661648515,#FF3366,normal
OTU-31,OTU-715,0.0485979048546238,#3399FF,normal
OTU-773,OTU-715,0.158834443052311,#3399FF,normal
OTU-56220,OTU-715,0.0220994436287325,#3399FF,normal
OTU-52,OTU-715,0.031263594672208,#3399FF,normal
OTU-59756,OTU-715,0.0263508498429467,#3399FF,normal
OTU-4,OTU-715,0.0164295908884321,#3399FF,normal
OTU-16154,OTU-715,0.0190548745825405,#3399FF,normal
OTU-2147,OTU-715,0.0196662154612511,#3399FF,normal
OTU-25822,OTU-66662,0.00524384454035381,#FF3366,normal
OTU-26710,OTU-66662,0.0235052362181396,#3399FF,normal
OTU-655,OTU-66662,0.00232426182905953,#FF3366,normal
OTU-248,OTU-66662,0.011333501700169,#3399FF,normal
OTU-120,OTU-66662,0.0665025641320155,#3399FF,normal
OTU-2667,OTU-66662,0.692054687063093,#3399FF,normal
OTU-2147,OTU-66662,0.0423160035067094,#3399FF,normal
OTU-317,OTU-581,0.0224006656975539,#3399FF,normal
OTU-23498,OTU-914,0.0207620485504573,#3399FF,normal
OTU-219,OTU-914,0.0302617474917141,#FF3366,normal
OTU-375,OTU-914,0.0105745826387955,#3399FF,normal
OTU-2147,OTU-914,0.017926392324234,#3399FF,normal
OTU-120,OTU-548,0.0259916356647987,#FF3366,normal
OTU-773,OTU-548,0.00435071111266205,#3399FF,normal
OTU-715,OTU-548,0.0504512862563725,#3399FF,normal
OTU-26710,OTU-4113,0.0338121616146803,#FF3366,normal
OTU-2147,OTU-104,0.0398016236889641,#FF3366,normal
OTU-66662,OTU-104,0.00323530477433975,#FF3366,normal
OTU-317,OTU-334,0.0435501549085381,#3399FF,normal
OTU-3584,OTU-3075,0.0150649345805826,#3399FF,normal
OTU-317,OTU-3075,0.140722107721007,#3399FF,normal
OTU-773,OTU-3075,0.0105222241880911,#3399FF,normal
OTU-715,OTU-3075,0.0476755696180194,#3399FF,normal
OTU-3075,OTU-227,0.00827018273006655,#3399FF,normal
OTU-2667,OTU-19704,0.0208424061798835,#3399FF,normal
OTU-66662,OTU-19704,0.011081101259808,#3399FF,normal
OTU-28474,OTU-10847,0.0211072378365172,#FF3366,normal
OTU-150,OTU-10847,0.114802098335808,#FF3366,normal
OTU-23498,OTU-10847,0.0591088505959384,#FF3366,normal
OTU-219,OTU-10847,0.236548519745089,#3399FF,normal
OTU-26710,OTU-10847,0.0541507244218756,#3399FF,normal
OTU-38,OTU-10847,0.128288491832095,#3399FF,normal
OTU-23709,OTU-10847,0.0136509901841245,#FF3366,normal
OTU-20,OTU-10847,0.0116947638370079,#FF3366,normal
OTU-17138,OTU-10847,0.0418621068603599,#FF3366,normal
OTU-5544,OTU-10847,0.0916208293511485,#FF3366,normal
OTU-12250,OTU-10847,0.0706749866157694,#FF3366,normal
OTU-58,OTU-10847,0.025759053656773,#FF3366,normal
OTU-773,OTU-10847,0.141362064724114,#FF3366,normal
OTU-52,OTU-10847,0.0041955877112868,#FF3366,normal
OTU-66662,OTU-10847,0.0704220723148021,#3399FF,normal
OTU-548,OTU-10847,0.0109069265718139,#FF3366,normal
OTU-26710,OTU-2390,0.209222653430864,#3399FF,normal
OTU-120,OTU-2390,0.0187902842340994,#3399FF,normal
OTU-2667,OTU-2390,0.0348865053801663,#3399FF,normal
OTU-2147,OTU-2390,0.101605741194524,#3399FF,normal
OTU-66662,OTU-2390,0.0383705415287505,#3399FF,normal
OTU-2147,OTU-17126,0.0398047535045651,#FF3366,normal
OTU-2667,OTU-2461,0.00547286688676827,#FF3366,normal
OTU-66662,OTU-2461,0.00586394740941739,#FF3366,normal
OTU-2147,OTU-373,0.008592918155906,#FF3366,normal
OTU-222,OTU-45,0.0322454913566932,#3399FF,normal
OTU-26710,OTU-45,0.236811431215035,#FF3366,normal
OTU-38,OTU-45,0.333515503582083,#3399FF,normal
OTU-23709,OTU-45,0.061720486179294,#FF3366,normal
OTU-59018,OTU-45,0.0740944187868973,#3399FF,normal
OTU-98,OTU-45,0.0671239124696108,#3399FF,normal
OTU-198,OTU-45,0.00222204328146376,#3399FF,normal
OTU-4225,OTU-45,0.0652281382600623,#FF3366,normal
OTU-31,OTU-45,0.0182488248243779,#FF3366,normal
OTU-773,OTU-45,0.00373617671690473,#FF3366,normal
OTU-56220,OTU-45,0.0620487580047853,#FF3366,normal
OTU-128,OTU-45,0.0500608508756551,#FF3366,normal
OTU-52,OTU-45,0.0837401385380909,#FF3366,normal
OTU-4,OTU-45,0.0372396803821435,#FF3366,normal
OTU-16154,OTU-45,0.0642951915569817,#FF3366,normal
OTU-2147,OTU-45,0.198278718178386,#FF3366,normal
OTU-715,OTU-45,0.115008777481945,#FF3366,normal
OTU-2390,OTU-45,0.0343506778875126,#FF3366,normal
OTU-222,OTU-53752,0.1056533961801,#3399FF,normal
OTU-219,OTU-53752,0.019112420434994,#3399FF,normal
OTU-150,OTU-5733,0.0316045792024651,#FF3366,normal
OTU-219,OTU-5733,0.153722815424386,#3399FF,normal
OTU-38,OTU-5733,0.0225678423579271,#3399FF,normal
OTU-23709,OTU-5733,0.0121617585365181,#FF3366,normal
OTU-773,OTU-5733,0.00113469614270056,#FF3366,normal
OTU-10847,OTU-5733,0.159730532956975,#3399FF,normal
OTU-45,OTU-5733,0.0547326600412506,#3399FF,normal
OTU-222,OTU-60945,0.0791939166143645,#3399FF,normal
OTU-23709,OTU-60945,0.0085339548610256,#FF3366,normal
OTU-98,OTU-60945,0.164695391182052,#3399FF,normal
OTU-70210,OTU-60945,0.0677032978398488,#3399FF,normal
OTU-4225,OTU-60945,0.0686892743089652,#FF3366,normal
OTU-56220,OTU-60945,0.0561771504907592,#FF3366,normal
OTU-52,OTU-60945,0.0578645589363629,#FF3366,normal
OTU-16154,OTU-60945,0.0249182068198814,#FF3366,normal
OTU-2667,OTU-60945,0.0185066632196859,#FF3366,normal
OTU-2147,OTU-60945,0.0360321112982269,#FF3366,normal
OTU-66662,OTU-60945,0.0593435481587608,#FF3366,normal
OTU-104,OTU-60945,0.00886389594605779,#3399FF,normal
OTU-227,OTU-60945,0.0828032894181782,#3399FF,normal
OTU-45,OTU-60945,0.143769224264656,#3399FF,normal
OTU-53752,OTU-60945,0.163818602145084,#3399FF,normal
OTU-23709,OTU-167,0.0219995190567733,#FF3366,normal
OTU-2147,OTU-167,0.0506833330768255,#FF3366,normal
OTU-45,OTU-167,0.0771246992895848,#3399FF,normal
OTU-60945,OTU-167,0.213872596700908,#3399FF,normal
OTU-60945,OTU-1673,0.02552652928115,#FF3366,normal
OTU-120,OTU-4417,0.0169891998279646,#3399FF,normal
